case_id,entry,duration,event,censor_reason,last_state,n_events
case_0833,2025-01-22 16:13:28,6.760603205909033,1,,D,3
case_0834,2025-01-13 11:30:21,2.805727148480172,1,,D,4
case_0835,2025-02-23 07:25:09,4.054250065936006,1,,D,3
case_0836,2025-01-27 21:26:12,18.454750593375742,1,,D,9
case_0837,2025-02-25 20:42:51,13.683347471468121,1,,D,6
case_0838,2025-01-17 20:02:03,19.81803307183123,1,,D,5
case_0839,2025-01-20 05:01:22,19.194935534812174,1,,D,4
case_0840,2025-01-14 15:20:27,17.136345691233625,1,,D,5
case_0841,2025-02-27 13:21:45,20.807998054978093,1,,D,3
case_0842,2025-02-16 18:36:02,0.2174815364496795,0,lost,A,1
case_0843,2025-01-18 08:06:35,2.0108550912313365,0,lost,A,1
case_0844,2025-02-28 08:38:20,17.427675047828508,1,,D,6
case_0845,2025-02-06 02:34:39,20.76138023277132,1,,D,5
case_0846,2025-01-28 22:18:45,27.804393577935624,1,,D,3
case_0847,2025-01-21 11:12:51,23.214880886183536,1,,D,6
case_0848,2025-01-26 01:33:12,15.05444708906777,1,,D,4
case_0849,2025-02-11 03:02:50,19.4863461344369,1,,D,6
case_0850,2025-02-10 12:02:46,11.39966826928795,1,,D,4
case_0851,2025-02-13 04:37:05,7.2818025442685,1,,D,4
case_0852,2025-01-11 23:17:41,4.927785795732736,0,lost,B,2
case_0853,2025-02-26 19:03:05,5.596904732554768,0,lost,A,1
case_0854,2025-01-02 22:53:46,15.339311252172285,1,,D,6
case_0855,2025-01-10 09:02:33,24.835216664272018,1,,D,9
case_0856,2025-01-23 17:43:06,8.554923476371183,1,,D,3
case_0857,2025-01-03 10:53:19,5.649702664918891,1,,D,3
case_0858,2025-02-21 08:38:23,8.918628929366351,1,,D,4
case_0859,2025-02-11 20:54:08,0.5763987528768383,1,,D,3
case_0860,2025-01-22 14:12:12,13.87870034269487,1,,D,4
case_0861,2025-02-26 09:36:24,30.87244940356071,1,,D,13
case_0862,2025-02-22 05:17:18,21.61910926497152,1,,D,3
case_0863,2025-02-01 09:24:00,19.414734715776284,1,,D,3
case_0864,2025-02-17 23:59:01,3.2898788613672654,1,,D,3
case_0865,2025-02-22 15:05:50,16.00482388240862,1,,D,5
case_0866,2025-02-18 15:17:42,3.6629415460840757,0,lost,B,2
case_0867,2025-01-08 05:12:22,4.632464225439074,1,,D,4
case_0868,2025-01-27 21:28:36,15.393175762208305,1,,D,3
case_0869,2025-02-24 10:24:06,9.483182795506913,1,,D,4
case_0870,2025-02-08 02:54:45,5.106942200110875,1,,D,3
case_0871,2025-01-20 11:15:20,15.488886527194111,1,,D,3
case_0872,2025-01-10 13:58:48,12.082943905376666,1,,D,3
case_0873,2025-01-22 01:40:10,5.708600839622859,0,lost,C,3
case_0874,2025-02-26 22:31:03,17.47653560740116,1,,D,5
case_0875,2025-02-18 17:22:37,5.5327038331242955,1,,D,3
case_0876,2025-02-27 05:56:52,3.7206239504118135,1,,D,4
case_0877,2025-02-26 15:59:56,14.550621165980468,1,,D,3
case_0878,2025-01-08 09:30:25,34.196291618639776,1,,D,8
case_0879,2025-01-01 04:08:13,8.526406021284528,1,,D,3
case_0880,2025-02-04 04:49:11,15.730577039355055,1,,D,3
case_0881,2025-02-10 11:26:03,20.973349378123757,0,lost,C,4
case_0882,2025-01-26 09:55:52,6.142372389293665,0,lost,A,1
case_0883,2025-02-05 06:41:12,21.038913863318044,1,,D,4
case_0884,2025-02-27 12:08:18,0.5939011324027224,1,,D,3
case_0885,2025-02-16 09:21:01,2.348301052583325,0,lost,A,1
case_0886,2025-01-29 11:51:35,18.790403176288873,1,,D,4
case_0887,2025-01-18 12:12:06,1.651156474388774,0,lost,A,1
case_0888,2025-01-18 01:23:17,8.758467695916003,1,,D,4
case_0889,2025-01-26 18:42:55,17.70034686793627,1,,D,3
case_0890,2025-01-15 05:56:31,6.808878624420126,1,,D,3
case_0891,2025-02-06 21:54:46,9.090574969310657,1,,D,4
case_0892,2025-01-27 21:43:55,8.895910296403862,1,,D,4
case_0893,2025-01-21 16:53:02,3.037405279172635,1,,D,3
case_0894,2025-01-09 15:13:00,6.306435263241431,1,,D,3
case_0895,2025-02-24 20:31:38,8.104969085171977,0,lost,C,2
case_0896,2025-01-18 16:56:41,14.515164127869483,1,,D,4
case_0897,2025-02-15 07:57:51,8.417984453626081,1,,D,4
case_0898,2025-02-22 09:01:20,16.045920231808992,1,,D,6
case_0899,2025-01-12 21:42:58,52.22683442280293,1,,D,3
case_0900,2025-02-14 10:51:18,15.326127984365773,1,,D,8
case_0901,2025-01-27 16:36:30,11.59789004865386,0,lost,C,2
case_0902,2025-02-16 17:53:30,2.218093162342608,0,lost,B,2
case_0903,2025-01-31 09:51:25,11.851371775122436,1,,D,5
case_0904,2025-01-21 05:58:28,14.92923280443502,1,,D,6
case_0905,2025-01-31 19:54:09,2.123386981600978,1,,D,3
case_0906,2025-01-25 15:39:02,64.92849268970232,0,lost,C,3
case_0907,2025-02-06 08:04:35,15.898958284979148,1,,D,3
case_0908,2025-02-20 10:59:49,10.590031219981855,1,,D,4
case_0909,2025-01-27 04:59:44,7.308562050733679,1,,D,3
case_0910,2025-02-26 13:33:05,4.063036756624584,0,lost,C,3
case_0911,2025-02-24 17:21:06,11.01821597915643,1,,D,3
case_0912,2025-01-16 07:01:40,12.888751928051565,1,,D,4
case_0913,2025-01-18 13:32:42,5.976637100952731,1,,D,3
case_0914,2025-01-13 11:01:39,9.434791650327345,1,,D,3
case_0915,2025-02-22 23:51:11,0.1884104971946598,0,lost,A,1
case_0916,2025-01-02 10:38:14,19.036224410713082,1,,D,7
case_0917,2025-02-14 18:32:40,4.86317222952928,1,,D,4
case_0918,2025-01-21 01:06:36,15.281153799228116,1,,D,9
case_0919,2025-01-26 07:24:20,11.59965181894794,1,,D,3
case_0920,2025-02-12 23:31:00,9.810878981810589,1,,D,6
case_0921,2025-02-23 13:30:47,31.490678165947266,1,,D,5
case_0922,2025-02-17 15:33:10,3.7153409977954643,1,,D,4
case_0923,2025-01-23 19:56:56,18.27782209818205,1,,D,6
case_0924,2025-02-27 21:10:17,12.210468789710433,1,,D,6
case_0925,2025-01-15 15:06:03,39.01254711826423,1,,D,5
case_0926,2025-01-18 02:07:34,8.020863093257265,0,lost,C,5
case_0927,2025-01-16 07:21:54,20.841210731633026,1,,D,5
case_0928,2025-02-05 21:40:27,12.879589274573108,1,,D,3
case_0929,2025-01-12 06:39:43,24.996232777668126,1,,D,10
case_0930,2025-01-07 20:29:38,17.261695666623634,0,lost,C,3
case_0931,2025-02-11 22:05:59,6.116742191271593,1,,D,3
case_0932,2025-02-04 18:48:04,20.69302618112723,0,lost,C,9
case_0933,2025-01-28 23:30:39,46.450969718518095,1,,D,6
case_0934,2025-02-09 19:32:21,15.00321164969536,1,,D,5
case_0935,2025-01-15 02:54:19,28.902087077690044,1,,D,4
case_0936,2025-01-16 12:15:08,20.844094229708826,1,,D,13
case_0937,2025-02-04 06:30:33,15.39746293096449,1,,D,4
case_0938,2025-01-11 15:31:56,19.2227761437439,1,,D,5
case_0939,2025-01-28 02:22:15,12.391625262593717,1,,D,3
case_0940,2025-02-27 17:03:34,14.915689922758595,1,,D,9
case_0941,2025-02-14 02:40:28,27.430871657581882,1,,D,4
case_0942,2025-03-01 14:36:18,16.297953991418918,1,,D,3
case_0943,2025-01-27 13:48:38,12.717977061892654,0,lost,C,5
case_0944,2025-01-11 04:02:47,12.570220499915905,1,,D,5
case_0945,2025-01-26 23:50:10,9.60557750048088,1,,D,3
case_0946,2025-01-24 11:54:18,33.51963962818747,1,,D,8
case_0947,2025-01-17 17:44:57,14.7325362865461,0,lost,B,2
case_0948,2025-01-04 17:43:23,0.3561751881431962,1,,D,4
case_0949,2025-01-15 16:01:30,11.647335292835173,1,,D,3
case_0950,2025-02-10 10:36:31,9.652048259598532,0,lost,B,2
case_0951,2025-01-30 03:49:02,18.344003574965214,0,lost,B,4
case_0952,2025-01-11 08:38:17,14.92910122132542,1,,D,3
case_0953,2025-01-22 02:12:06,17.639340140387237,1,,D,3
case_0954,2025-01-20 14:06:22,4.524844331168859,1,,D,3
case_0955,2025-02-19 06:17:19,17.043683210270412,1,,D,8
case_0956,2025-02-18 13:09:21,14.235288263469553,1,,D,5
case_0957,2025-01-15 11:11:34,3.991043449300671,1,,D,3
case_0958,2025-02-16 22:13:27,10.3337788543437,1,,D,5
case_0959,2025-01-20 19:54:12,8.676613242789022,0,lost,A,4
case_0960,2025-01-17 14:57:23,23.395313429830644,1,,D,4
case_0961,2025-01-29 09:44:06,11.504941024966502,1,,D,7
case_0962,2025-02-23 04:11:48,10.9888445414363,1,,D,4
case_0963,2025-02-28 19:27:46,8.842353989784375,1,,D,3
case_0964,2025-02-20 11:04:42,1.8703111637288077,1,,D,4
case_0965,2025-01-10 09:25:19,5.426526715844259,0,lost,C,3
case_0966,2025-01-14 00:12:07,4.97711462276086,0,lost,B,2
case_0967,2025-01-25 22:31:40,1.019881203069046,1,,D,4
case_0968,2025-01-22 00:14:53,5.073283152817289,0,lost,B,2
case_0969,2025-02-13 04:11:27,5.129661173833378,1,,D,4
case_0970,2025-01-03 17:05:44,3.254230255358565,1,,D,3
case_0971,2025-01-28 18:29:31,5.3419851011704935,1,,D,3
case_0972,2025-02-05 06:18:41,4.036328096938631,1,,D,3
case_0973,2025-02-12 13:03:04,5.764822468898334,1,,D,3
case_0974,2025-02-14 16:57:49,5.087728430862535,0,lost,A,3
case_0975,2025-03-01 18:51:09,10.282195672403063,1,,D,3
case_0976,2025-01-07 22:50:23,13.066246306881936,1,,D,3
case_0977,2025-02-13 13:00:12,12.120763972764628,1,,D,3
case_0978,2025-02-28 10:12:17,8.114296084037374,0,lost,B,2
case_0979,2025-01-22 09:13:17,6.123970036159433,1,,D,3
case_0980,2025-02-26 00:34:53,2.6179031047136796,0,lost,B,2
case_0981,2025-01-19 01:38:13,19.692503023392373,1,,D,4
case_0982,2025-02-28 13:31:09,6.658475903256869,1,,D,3
case_0983,2025-02-12 07:51:42,32.24474423661603,1,,D,5
case_0984,2025-02-05 15:29:25,4.523616271181391,1,,D,4
case_0985,2025-01-20 20:59:34,6.27452711226471,1,,D,4
case_0986,2025-02-25 11:18:19,15.476194635844722,1,,D,3
case_0987,2025-01-23 03:17:06,5.343004516061711,1,,D,3
case_0988,2025-01-20 16:26:39,8.369153051003755,1,,D,3
case_0989,2025-01-08 19:36:36,12.227755649509891,0,lost,C,2
case_0990,2025-02-18 03:18:42,1.759047617996271,1,,D,3
case_0991,2025-02-23 13:22:34,3.5560012411517246,1,,D,3
case_0992,2025-01-02 01:50:57,14.55727795245927,0,lost,A,1
case_0993,2025-01-23 14:27:50,14.529514680332069,1,,D,3
case_0994,2025-01-22 18:48:08,12.302479212930631,1,,D,3
case_0995,2025-02-11 05:40:23,3.1636548969964995,1,,D,3
case_0996,2025-02-03 01:46:06,17.14072883339937,1,,D,5
case_0997,2025-02-15 03:22:13,13.527643323735147,1,,D,8
case_0998,2025-01-03 15:58:46,11.811383280720356,1,,D,3
case_0999,2025-02-02 05:50:51,6.872434087541054,1,,D,3
case_1000,2025-02-19 01:53:55,11.753190273691633,0,lost,B,6
